State,District,Monument Name,Type,Category,Latitude,Longitude,TouristRating,Description,History,ImageLink
Madhya Pradesh,Shajapur,Shajapur Heritage Site 4,Monument,Mixed,21.4485,74.8952,4.1,Important site 4 in Shajapur,Historical/cultural importance in Shajapur,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Madhya Pradesh,Shajapur,Shajapur Heritage Site 5,Monument,Mixed,24.7525,79.904,3.7,Important site 5 in Shajapur,Historical/cultural importance in Shajapur,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Madhya Pradesh,Sheopur,Sheopur Heritage Site 1,Monument,Mixed,24.3864,76.2475,3.8,Important site 1 in Sheopur,Historical/cultural importance in Sheopur,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Madhya Pradesh,Sheopur,Sheopur Heritage Site 2,Monument,Mixed,26.4439,78.9584,3.6,Important site 2 in Sheopur,Historical/cultural importance in Sheopur,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Madhya Pradesh,Sheopur,Sheopur Heritage Site 3,Monument,Mixed,25.4432,76.502,3.5,Important site 3 in Sheopur,Historical/cultural importance in Sheopur,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Madhya Pradesh,Sheopur,Sheopur Heritage Site 4,Monument,Mixed,22.148,77.6499,3.6,Important site 4 in Sheopur,Historical/cultural importance in Sheopur,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Madhya Pradesh,Sheopur,Sheopur Heritage Site 5,Monument,Mixed,23.1999,77.5659,4.8,Important site 5 in Sheopur,Historical/cultural importance in Sheopur,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Madhya Pradesh,Shivpuri,Shivpuri Heritage Site 1,Monument,Mixed,22.004,77.8778,3.6,Important site 1 in Shivpuri,Historical/cultural importance in Shivpuri,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Madhya Pradesh,Shivpuri,Shivpuri Heritage Site 2,Monument,Mixed,26.3169,78.751,4.4,Important site 2 in Shivpuri,Historical/cultural importance in Shivpuri,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Madhya Pradesh,Shivpuri,Shivpuri Heritage Site 3,Monument,Mixed,21.0488,76.7248,4.7,Important site 3 in Shivpuri,Historical/cultural importance in Shivpuri,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Madhya Pradesh,Shivpuri,Shivpuri Heritage Site 4,Monument,Mixed,26.5187,75.8084,4.0,Important site 4 in Shivpuri,Historical/cultural importance in Shivpuri,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Madhya Pradesh,Shivpuri,Shivpuri Heritage Site 5,Monument,Mixed,24.3562,80.9544,4.3,Important site 5 in Shivpuri,Historical/cultural importance in Shivpuri,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Madhya Pradesh,Sidhi,Sidhi Heritage Site 1,Monument,Mixed,26.0239,81.7832,3.9,Important site 1 in Sidhi,Historical/cultural importance in Sidhi,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Madhya Pradesh,Sidhi,Sidhi Heritage Site 2,Monument,Mixed,22.1071,79.2689,3.7,Important site 2 in Sidhi,Historical/cultural importance in Sidhi,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Madhya Pradesh,Sidhi,Sidhi Heritage Site 3,Monument,Mixed,24.313,76.7316,4.7,Important site 3 in Sidhi,Historical/cultural importance in Sidhi,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Madhya Pradesh,Sidhi,Sidhi Heritage Site 4,Monument,Mixed,23.9713,79.9708,3.6,Important site 4 in Sidhi,Historical/cultural importance in Sidhi,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Madhya Pradesh,Sidhi,Sidhi Heritage Site 5,Monument,Mixed,24.5377,74.218,4.4,Important site 5 in Sidhi,Historical/cultural importance in Sidhi,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Madhya Pradesh,Singrauli,Singrauli Heritage Site 1,Monument,Mixed,26.3593,81.6243,4.8,Important site 1 in Singrauli,Historical/cultural importance in Singrauli,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Madhya Pradesh,Singrauli,Singrauli Heritage Site 2,Monument,Mixed,26.7681,79.0269,5.0,Important site 2 in Singrauli,Historical/cultural importance in Singrauli,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Madhya Pradesh,Singrauli,Singrauli Heritage Site 3,Monument,Mixed,21.5007,80.2545,4.5,Important site 3 in Singrauli,Historical/cultural importance in Singrauli,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Madhya Pradesh,Singrauli,Singrauli Heritage Site 4,Monument,Mixed,26.4409,74.5782,4.4,Important site 4 in Singrauli,Historical/cultural importance in Singrauli,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Madhya Pradesh,Singrauli,Singrauli Heritage Site 5,Monument,Mixed,21.4053,79.0091,3.8,Important site 5 in Singrauli,Historical/cultural importance in Singrauli,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Madhya Pradesh,Tikamgarh,Tikamgarh Heritage Site 1,Monument,Mixed,26.6721,74.8399,4.9,Important site 1 in Tikamgarh,Historical/cultural importance in Tikamgarh,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Madhya Pradesh,Tikamgarh,Tikamgarh Heritage Site 2,Monument,Mixed,22.0381,75.9078,4.7,Important site 2 in Tikamgarh,Historical/cultural importance in Tikamgarh,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Madhya Pradesh,Tikamgarh,Tikamgarh Heritage Site 3,Monument,Mixed,24.8493,81.0306,3.7,Important site 3 in Tikamgarh,Historical/cultural importance in Tikamgarh,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Madhya Pradesh,Tikamgarh,Tikamgarh Heritage Site 4,Monument,Mixed,21.4177,79.1294,3.8,Important site 4 in Tikamgarh,Historical/cultural importance in Tikamgarh,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Madhya Pradesh,Tikamgarh,Tikamgarh Heritage Site 5,Monument,Mixed,21.793,79.0117,4.1,Important site 5 in Tikamgarh,Historical/cultural importance in Tikamgarh,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Madhya Pradesh,Ujjain,Ujjain Heritage Site 1,Monument,Mixed,23.6868,75.8458,4.0,Important site 1 in Ujjain,Historical/cultural importance in Ujjain,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Madhya Pradesh,Ujjain,Ujjain Heritage Site 2,Monument,Mixed,26.3956,75.8275,3.8,Important site 2 in Ujjain,Historical/cultural importance in Ujjain,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Madhya Pradesh,Ujjain,Ujjain Heritage Site 3,Monument,Mixed,23.2901,75.2198,4.7,Important site 3 in Ujjain,Historical/cultural importance in Ujjain,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Madhya Pradesh,Ujjain,Ujjain Heritage Site 4,Monument,Mixed,22.5908,76.1004,3.8,Important site 4 in Ujjain,Historical/cultural importance in Ujjain,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Madhya Pradesh,Ujjain,Ujjain Heritage Site 5,Monument,Mixed,22.4073,77.4306,3.5,Important site 5 in Ujjain,Historical/cultural importance in Ujjain,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Madhya Pradesh,Umaria,Umaria Heritage Site 1,Monument,Mixed,21.4395,77.8814,4.1,Important site 1 in Umaria,Historical/cultural importance in Umaria,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Madhya Pradesh,Umaria,Umaria Heritage Site 2,Monument,Mixed,22.4871,80.3743,5.0,Important site 2 in Umaria,Historical/cultural importance in Umaria,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Madhya Pradesh,Umaria,Umaria Heritage Site 3,Monument,Mixed,25.2012,81.1854,4.2,Important site 3 in Umaria,Historical/cultural importance in Umaria,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Madhya Pradesh,Umaria,Umaria Heritage Site 4,Monument,Mixed,24.3782,76.4594,3.7,Important site 4 in Umaria,Historical/cultural importance in Umaria,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Madhya Pradesh,Umaria,Umaria Heritage Site 5,Monument,Mixed,21.0953,80.188,4.7,Important site 5 in Umaria,Historical/cultural importance in Umaria,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Madhya Pradesh,Vidisha,Vidisha Heritage Site 1,Monument,Mixed,21.6009,74.6162,4.0,Important site 1 in Vidisha,Historical/cultural importance in Vidisha,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Madhya Pradesh,Vidisha,Vidisha Heritage Site 2,Monument,Mixed,21.8952,76.235,4.1,Important site 2 in Vidisha,Historical/cultural importance in Vidisha,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Madhya Pradesh,Vidisha,Vidisha Heritage Site 3,Monument,Mixed,21.6769,79.8884,3.7,Important site 3 in Vidisha,Historical/cultural importance in Vidisha,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Madhya Pradesh,Vidisha,Vidisha Heritage Site 4,Monument,Mixed,22.802,74.561,4.1,Important site 4 in Vidisha,Historical/cultural importance in Vidisha,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Madhya Pradesh,Vidisha,Vidisha Heritage Site 5,Monument,Mixed,21.4275,79.0031,4.3,Important site 5 in Vidisha,Historical/cultural importance in Vidisha,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg


State,District,Monument Name,Type,Category,Latitude,Longitude,TouristRating,Description,History,ImageLink
Maharashtra,Ahmednagar,Ahmednagar Heritage Site 1,Monument,Mixed,17.7975,76.4702,4.5,Important site 1 in Ahmednagar,Historical/cultural importance in Ahmednagar,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Maharashtra,Ahmednagar,Ahmednagar Heritage Site 2,Monument,Mixed,15.8858,73.9337,4.1,Important site 2 in Ahmednagar,Historical/cultural importance in Ahmednagar,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Maharashtra,Ahmednagar,Ahmednagar Heritage Site 3,Monument,Mixed,20.1265,79.543,4.0,Important site 3 in Ahmednagar,Historical/cultural importance in Ahmednagar,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Maharashtra,Ahmednagar,Ahmednagar Heritage Site 4,Monument,Mixed,17.3591,76.4327,4.2,Important site 4 in Ahmednagar,Historical/cultural importance in Ahmednagar,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Maharashtra,Ahmednagar,Ahmednagar Heritage Site 5,Monument,Mixed,15.6847,76.0383,4.4,Important site 5 in Ahmednagar,Historical/cultural importance in Ahmednagar,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Maharashtra,Akola,Akola Heritage Site 1,Monument,Mixed,19.6305,76.018,4.6,Important site 1 in Akola,Historical/cultural importance in Akola,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Maharashtra,Akola,Akola Heritage Site 2,Monument,Mixed,21.5476,74.7849,3.7,Important site 2 in Akola,Historical/cultural importance in Akola,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Maharashtra,Akola,Akola Heritage Site 3,Monument,Mixed,16.6208,73.0323,4.9,Important site 3 in Akola,Historical/cultural importance in Akola,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Maharashtra,Akola,Akola Heritage Site 4,Monument,Mixed,16.0199,79.6966,3.8,Important site 4 in Akola,Historical/cultural importance in Akola,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Maharashtra,Akola,Akola Heritage Site 5,Monument,Mixed,19.7595,73.4629,3.9,Important site 5 in Akola,Historical/cultural importance in Akola,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Maharashtra,Amravati,Amravati Heritage Site 1,Monument,Mixed,20.3507,73.7861,4.6,Important site 1 in Amravati,Historical/cultural importance in Amravati,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Maharashtra,Amravati,Amravati Heritage Site 2,Monument,Mixed,16.8764,74.3088,4.0,Important site 2 in Amravati,Historical/cultural importance in Amravati,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Maharashtra,Amravati,Amravati Heritage Site 3,Monument,Mixed,18.7584,78.5118,3.7,Important site 3 in Amravati,Historical/cultural importance in Amravati,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Maharashtra,Amravati,Amravati Heritage Site 4,Monument,Mixed,15.9814,76.972,4.5,Important site 4 in Amravati,Historical/cultural importance in Amravati,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Maharashtra,Amravati,Amravati Heritage Site 5,Monument,Mixed,20.0191,74.5207,3.6,Important site 5 in Amravati,Historical/cultural importance in Amravati,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Maharashtra,Aurangabad,Aurangabad Heritage Site 1,Monument,Mixed,21.2927,76.6398,4.5,Important site 1 in Aurangabad,Historical/cultural importance in Aurangabad,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Maharashtra,Aurangabad,Aurangabad Heritage Site 2,Monument,Mixed,19.8939,78.3422,4.6,Important site 2 in Aurangabad,Historical/cultural importance in Aurangabad,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Maharashtra,Aurangabad,Aurangabad Heritage Site 3,Monument,Mixed,16.928,72.5792,3.9,Important site 3 in Aurangabad,Historical/cultural importance in Aurangabad,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Maharashtra,Aurangabad,Aurangabad Heritage Site 4,Monument,Mixed,18.3907,78.4897,4.1,Important site 4 in Aurangabad,Historical/cultural importance in Aurangabad,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Maharashtra,Aurangabad,Aurangabad Heritage Site 5,Monument,Mixed,20.1749,76.8099,4.0,Important site 5 in Aurangabad,Historical/cultural importance in Aurangabad,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Maharashtra,Beed,Beed Heritage Site 1,Monument,Mixed,19.3406,74.5512,3.7,Important site 1 in Beed,Historical/cultural importance in Beed,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Maharashtra,Beed,Beed Heritage Site 2,Monument,Mixed,20.7104,77.1388,4.7,Important site 2 in Beed,Historical/cultural importance in Beed,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Maharashtra,Beed,Beed Heritage Site 3,Monument,Mixed,20.0468,77.0618,5.0,Important site 3 in Beed,Historical/cultural importance in Beed,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Maharashtra,Beed,Beed Heritage Site 4,Monument,Mixed,19.6811,79.0823,4.4,Important site 4 in Beed,Historical/cultural importance in Beed,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Maharashtra,Beed,Beed Heritage Site 5,Monument,Mixed,18.4078,75.8502,4.4,Important site 5 in Beed,Historical/cultural importance in Beed,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Maharashtra,Bhandara,Bhandara Heritage Site 1,Monument,Mixed,19.5971,72.6428,4.9,Important site 1 in Bhandara,Historical/cultural importance in Bhandara,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Maharashtra,Bhandara,Bhandara Heritage Site 2,Monument,Mixed,19.0785,73.3609,3.7,Important site 2 in Bhandara,Historical/cultural importance in Bhandara,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Maharashtra,Bhandara,Bhandara Heritage Site 3,Monument,Mixed,21.5875,80.5173,5.0,Important site 3 in Bhandara,Historical/cultural importance in Bhandara,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Maharashtra,Bhandara,Bhandara Heritage Site 4,Monument,Mixed,19.2057,72.948,4.3,Important site 4 in Bhandara,Historical/cultural importance in Bhandara,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Maharashtra,Bhandara,Bhandara Heritage Site 5,Monument,Mixed,18.9885,78.5944,3.8,Important site 5 in Bhandara,Historical/cultural importance in Bhandara,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Maharashtra,Buldhana,Buldhana Heritage Site 1,Monument,Mixed,16.8236,77.7706,3.9,Important site 1 in Buldhana,Historical/cultural importance in Buldhana,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Maharashtra,Buldhana,Buldhana Heritage Site 2,Monument,Mixed,17.3931,79.2794,4.2,Important site 2 in Buldhana,Historical/cultural importance in Buldhana,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Maharashtra,Buldhana,Buldhana Heritage Site 3,Monument,Mixed,21.2231,73.2798,4.2,Important site 3 in Buldhana,Historical/cultural importance in Buldhana,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Maharashtra,Buldhana,Buldhana Heritage Site 4,Monument,Mixed,20.3106,77.5883,4.8,Important site 4 in Buldhana,Historical/cultural importance in Buldhana,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Maharashtra,Buldhana,Buldhana Heritage Site 5,Monument,Mixed,18.6962,72.9993,4.5,Important site 5 in Buldhana,Historical/cultural importance in Buldhana,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Maharashtra,Chandrapur,Chandrapur Heritage Site 1,Monument,Mixed,21.6016,76.6884,4.7,Important site 1 in Chandrapur,Historical/cultural importance in Chandrapur,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Maharashtra,Chandrapur,Chandrapur Heritage Site 2,Monument,Mixed,21.3472,76.0866,3.7,Important site 2 in Chandrapur,Historical/cultural importance in Chandrapur,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Maharashtra,Chandrapur,Chandrapur Heritage Site 3,Monument,Mixed,16.556,78.4008,3.8,Important site 3 in Chandrapur,Historical/cultural importance in Chandrapur,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Maharashtra,Chandrapur,Chandrapur Heritage Site 4,Monument,Mixed,20.6088,78.2398,4.4,Important site 4 in Chandrapur,Historical/cultural importance in Chandrapur,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Maharashtra,Chandrapur,Chandrapur Heritage Site 5,Monument,Mixed,20.7938,74.7827,3.9,Important site 5 in Chandrapur,Historical/cultural importance in Chandrapur,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Maharashtra,Dhule,Dhule Heritage Site 1,Monument,Mixed,15.5274,74.9692,4.1,Important site 1 in Dhule,Historical/cultural importance in Dhule,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Maharashtra,Dhule,Dhule Heritage Site 2,Monument,Mixed,15.6832,76.8679,4.2,Important site 2 in Dhule,Historical/cultural importance in Dhule,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Maharashtra,Dhule,Dhule Heritage Site 3,Monument,Mixed,17.6817,72.8584,4.9,Important site 3 in Dhule,Historical/cultural importance in Dhule,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Maharashtra,Dhule,Dhule Heritage Site 4,Monument,Mixed,16.811,76.2122,4.7,Important site 4 in Dhule,Historical/cultural importance in Dhule,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Maharashtra,Dhule,Dhule Heritage Site 5,Monument,Mixed,15.5859,76.6372,3.6,Important site 5 in Dhule,Historical/cultural importance in Dhule,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Maharashtra,Gadchiroli,Gadchiroli Heritage Site 1,Monument,Mixed,15.9645,72.9431,4.7,Important site 1 in Gadchiroli,Historical/cultural importance in Gadchiroli,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Maharashtra,Gadchiroli,Gadchiroli Heritage Site 2,Monument,Mixed,18.2226,79.6332,4.3,Important site 2 in Gadchiroli,Historical/cultural importance in Gadchiroli,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Maharashtra,Gadchiroli,Gadchiroli Heritage Site 3,Monument,Mixed,21.3785,75.4384,4.7,Important site 3 in Gadchiroli,Historical/cultural importance in Gadchiroli,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Maharashtra,Gadchiroli,Gadchiroli Heritage Site 4,Monument,Mixed,15.8796,80.2223,4.5,Important site 4 in Gadchiroli,Historical/cultural importance in Gadchiroli,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Maharashtra,Gadchiroli,Gadchiroli Heritage Site 5,Monument,Mixed,21.3935,74.4062,4.0,Important site 5 in Gadchiroli,Historical/cultural importance in Gadchiroli,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Maharashtra,Gondia,Gondia Heritage Site 1,Monument,Mixed,20.0781,76.3691,4.3,Important site 1 in Gondia,Historical/cultural importance in Gondia,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Maharashtra,Gondia,Gondia Heritage Site 2,Monument,Mixed,15.6795,74.3387,4.7,Important site 2 in Gondia,Historical/cultural importance in Gondia,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Maharashtra,Gondia,Gondia Heritage Site 3,Monument,Mixed,20.5075,79.906,4.0,Important site 3 in Gondia,Historical/cultural importance in Gondia,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Maharashtra,Gondia,Gondia Heritage Site 4,Monument,Mixed,17.7831,77.3211,4.0,Important site 4 in Gondia,Historical/cultural importance in Gondia,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Maharashtra,Gondia,Gondia Heritage Site 5,Monument,Mixed,15.897,73.9702,4.7,Important site 5 in Gondia,Historical/cultural importance in Gondia,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Maharashtra,Hingoli,Hingoli Heritage Site 1,Monument,Mixed,19.1556,73.1008,5.0,Important site 1 in Hingoli,Historical/cultural importance in Hingoli,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Maharashtra,Hingoli,Hingoli Heritage Site 2,Monument,Mixed,19.9984,79.3973,4.7,Important site 2 in Hingoli,Historical/cultural importance in Hingoli,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Maharashtra,Hingoli,Hingoli Heritage Site 3,Monument,Mixed,18.1777,74.6951,3.5,Important site 3 in Hingoli,Historical/cultural importance in Hingoli,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Maharashtra,Hingoli,Hingoli Heritage Site 4,Monument,Mixed,17.3415,79.2707,4.7,Important site 4 in Hingoli,Historical/cultural importance in Hingoli,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Maharashtra,Hingoli,Hingoli Heritage Site 5,Monument,Mixed,21.7426,75.6223,4.5,Important site 5 in Hingoli,Historical/cultural importance in Hingoli,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Maharashtra,Jalgaon,Jalgaon Heritage Site 1,Monument,Mixed,16.8926,76.6151,4.7,Important site 1 in Jalgaon,Historical/cultural importance in Jalgaon,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Maharashtra,Jalgaon,Jalgaon Heritage Site 2,Monument,Mixed,17.877,75.3037,4.9,Important site 2 in Jalgaon,Historical/cultural importance in Jalgaon,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Maharashtra,Jalgaon,Jalgaon Heritage Site 3,Monument,Mixed,18.8085,76.0781,4.6,Important site 3 in Jalgaon,Historical/cultural importance in Jalgaon,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Maharashtra,Jalgaon,Jalgaon Heritage Site 4,Monument,Mixed,18.3412,77.0139,4.6,Important site 4 in Jalgaon,Historical/cultural importance in Jalgaon,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Maharashtra,Jalgaon,Jalgaon Heritage Site 5,Monument,Mixed,20.3244,74.444,4.6,Important site 5 in Jalgaon,Historical/cultural importance in Jalgaon,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Maharashtra,Jalna,Jalna Heritage Site 1,Monument,Mixed,17.9137,73.0165,3.5,Important site 1 in Jalna,Historical/cultural importance in Jalna,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Maharashtra,Jalna,Jalna Heritage Site 2,Monument,Mixed,19.7784,73.6412,4.3,Important site 2 in Jalna,Historical/cultural importance in Jalna,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Maharashtra,Jalna,Jalna Heritage Site 3,Monument,Mixed,16.9132,80.0521,4.3,Important site 3 in Jalna,Historical/cultural importance in Jalna,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Maharashtra,Jalna,Jalna Heritage Site 4,Monument,Mixed,15.9949,73.2733,4.9,Important site 4 in Jalna,Historical/cultural importance in Jalna,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Maharashtra,Jalna,Jalna Heritage Site 5,Monument,Mixed,21.0294,73.7629,3.9,Important site 5 in Jalna,Historical/cultural importance in Jalna,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Maharashtra,Kolhapur,Kolhapur Heritage Site 1,Monument,Mixed,21.1685,79.9403,4.5,Important site 1 in Kolhapur,Historical/cultural importance in Kolhapur,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Maharashtra,Kolhapur,Kolhapur Heritage Site 2,Monument,Mixed,17.791,77.4883,4.3,Important site 2 in Kolhapur,Historical/cultural importance in Kolhapur,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Maharashtra,Kolhapur,Kolhapur Heritage Site 3,Monument,Mixed,20.8489,76.3859,3.9,Important site 3 in Kolhapur,Historical/cultural importance in Kolhapur,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Maharashtra,Kolhapur,Kolhapur Heritage Site 4,Monument,Mixed,21.0493,79.287,4.7,Important site 4 in Kolhapur,Historical/cultural importance in Kolhapur,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Maharashtra,Kolhapur,Kolhapur Heritage Site 5,Monument,Mixed,18.3571,80.5686,3.8,Important site 5 in Kolhapur,Historical/cultural importance in Kolhapur,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Maharashtra,Latur,Latur Heritage Site 1,Monument,Mixed,16.7348,78.7466,4.7,Important site 1 in Latur,Historical/cultural importance in Latur,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Maharashtra,Latur,Latur Heritage Site 2,Monument,Mixed,15.7368,72.5868,4.3,Important site 2 in Latur,Historical/cultural importance in Latur,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
